CompName,closedate,OppStage,OppName,Desc,amount,prob
Ntags,3/5/22,Open,Down-sized transitional artificial intelligence,cultivate B2B users,4967827,20
Tagchat,1/28/22,Lost,Advanced impactful throughput,deliver interactive models,8864319,20
Demizz,2/21/23,Lost,Self-enabling local throughput,implement ubiquitous supply-chains,1700827,60
BlogXS,5/26/22,Lost,Optimized zero administration superstructure,reinvent world-class infrastructures,7801950,40
Tagopia,9/12/22,Upside,Synchronised client-server definition,deploy cross-media functionalities,8088260,100
Centizu,11/14/22,Commit,Grass-roots zero defect solution,monetize interactive applications,5212410,100
Leexo,5/29/22,Commit,Persistent zero tolerance projection,e-enable e-business web services,5054510,20
Fanoodle,4/13/22,Won,Managed global budgetary management,whiteboard interactive systems,9200703,40
Cogibox,9/22/22,Lost,Multi-layered regional protocol,scale proactive partnerships,2539611,20
Babbleset,2/17/22,Won,Programmable zero administration budgetary management,iterate mission-critical infrastructures,2430717,80
Katz,1/19/23,Open,Programmable bifurcated core,optimize back-end channels,7353060,80
Gevee,9/21/22,Lost,Implemented client-server pricing structure,orchestrate dot-com content,483301,20
Talane,11/2/22,Lost,Future-proofed multi-state initiative,incubate leading-edge e-markets,290158,60
Shuffledrive,7/30/22,Discovery,Horizontal stable success,iterate innovative niches,8767462,100
Zoozzy,3/26/22,Lost,Universal optimal website,architect web-enabled networks,6343543,100
Trunyx,11/28/22,Won,Monitored next generation product,enhance seamless supply-chains,5472023,40
Realbridge,5/29/22,Lost,Configurable web-enabled installation,disintermediate collaborative web-readiness,3026734,80
Reallinks,1/16/22,Won,Polarised system-worthy throughput,disintermediate B2B deliverables,7786013,80
Twinder,2/6/23,Open,Versatile bi-directional challenge,deploy sexy deliverables,6120204,20
Ozu,1/24/23,Won,Managed 5th generation knowledge base,e-enable integrated experiences,3195677,40
Mita,8/9/22,Discovery,Reverse-engineered motivating infrastructure,seize extensible interfaces,9077593,100
Yodel,3/8/22,Commit,Cross-platform optimizing success,leverage frictionless architectures,6654203,80
Fiveclub,6/6/22,Discovery,Multi-channelled homogeneous system engine,innovate 24/365 eyeballs,5644122,100
Nlounge,2/18/23,Commit,Centralized actuating monitoring,embrace global e-markets,1682886,60
Mybuzz,2/6/23,Upside,Monitored context-sensitive moratorium,facilitate magnetic experiences,549162,100
Kwideo,7/30/22,Discovery,De-engineered 3rd generation groupware,cultivate turn-key bandwidth,3442398,100
Flashset,10/18/22,Upside,Polarised optimal attitude,enhance plug-and-play web services,1771393,40
Youbridge,5/19/22,Lost,Inverse bifurcated installation,monetize interactive e-commerce,5750321,40
Thoughtblab,2/14/22,Commit,Function-based 5th generation analyzer,monetize turn-key niches,921755,100
Twitterbridge,1/28/22,Commit,Synergized multi-tasking analyzer,integrate cross-platform supply-chains,3856258,100
Twitterworks,3/14/22,Upside,Implemented web-enabled open architecture,recontextualize wireless platforms,7585864,100
Buzzshare,6/21/22,Discovery,Monitored background synergy,embrace distributed metrics,134610,20
Plajo,9/9/22,Discovery,Cloned secondary array,innovate granular synergies,7953183,20
Eayo,11/13/22,Discovery,Profit-focused fresh-thinking concept,incentivize mission-critical metrics,4311470,80
Trudeo,8/6/22,Open,Configurable web-enabled Graphical User Interface,iterate best-of-breed systems,5764782,60
Photobean,11/14/22,Upside,Switchable homogeneous architecture,visualize sexy markets,2900785,80
Zoonder,10/7/22,Commit,Networked static infrastructure,orchestrate integrated mindshare,3089884,100
Yotz,3/6/22,Discovery,Face to face 4th generation orchestration,envisioneer dynamic models,3560958,60
Dazzlesphere,12/24/22,Lost,Intuitive tangible task-force,grow killer supply-chains,5740322,20
Roomm,11/26/22,Lost,Seamless methodical synergy,engineer magnetic action-items,6911658,100
Linktype,6/10/22,Upside,Phased heuristic frame,generate compelling methodologies,4720030,100
Oodoo,2/11/23,Commit,Re-engineered regional neural-net,implement viral vortals,7202071,80
Wordpedia,4/1/22,Won,Operative exuding solution,streamline one-to-one web-readiness,5443994,100
Tagfeed,9/17/22,Upside,Polarised scalable flexibility,exploit collaborative solutions,7305594,60
Topiclounge,3/6/23,Won,Synchronised tangible firmware,innovate front-end e-services,73856,60
Edgepulse,5/14/22,Won,Visionary 24 hour instruction set,synthesize front-end web services,9324465,20
Zazio,1/25/22,Lost,Inverse heuristic flexibility,disintermediate global bandwidth,4611333,40
Divanoodle,2/3/22,Lost,Organic homogeneous orchestration,visualize end-to-end mindshare,9582453,80
Kamba,5/11/22,Upside,Reverse-engineered multi-tasking monitoring,brand mission-critical supply-chains,1342792,20
Rhybox,1/29/23,Discovery,Phased neutral protocol,deploy value-added technologies,8569930,100
Roodel,3/1/23,Discovery,Multi-tiered contextually-based infrastructure,leverage dot-com web services,8553610,40
Layo,12/9/22,Commit,Fully-configurable grid-enabled strategy,cultivate virtual vortals,1855796,100
Blogtag,4/6/22,Lost,Customizable leading edge core,synthesize revolutionary partnerships,5209670,60
Quaxo,2/11/23,Upside,Proactive systematic emulation,engage user-centric networks,2993971,80
Jayo,1/12/22,Commit,Face to face fault-tolerant internet solution,aggregate user-centric supply-chains,4230863,20
Aivee,8/30/22,Open,Managed multi-state ability,mesh dynamic platforms,2000864,20
Eidel,12/27/22,Discovery,Grass-roots client-driven toolset,scale open-source ROI,4246145,40
Buzzster,8/14/22,Commit,Reverse-engineered zero tolerance algorithm,recontextualize sexy partnerships,2565538,80
Realblab,9/26/22,Open,Organic full-range projection,unleash strategic mindshare,9154745,60
Yambee,1/7/22,Commit,Robust systemic contingency,reintermediate frictionless methodologies,977211,20
Gabtune,5/18/22,Discovery,Total upward-trending middleware,engage robust e-tailers,185363,80
Ntags,5/28/22,Discovery,Organic didactic strategy,empower value-added functionalities,5765812,20
Rhynoodle,3/5/23,Upside,Reverse-engineered bottom-line encryption,incubate efficient action-items,2256990,60
Quire,9/8/22,Open,Enhanced high-level product,transform strategic users,9788443,60
Wikido,1/12/22,Won,Synchronised leading edge analyzer,benchmark proactive e-commerce,7327756,40
Kanoodle,10/27/22,Open,Enhanced grid-enabled collaboration,incubate robust web-readiness,8573391,20
Zoonder,8/12/22,Upside,Robust systematic infrastructure,seize integrated action-items,1977349,20
Cogidoo,5/1/22,Upside,Function-based dedicated Graphical User Interface,embrace synergistic e-tailers,1345554,100
Aibox,2/9/23,Commit,Face to face actuating forecast,whiteboard next-generation vortals,4833056,80
Jabberbean,5/10/22,Lost,Multi-channelled next generation initiative,reinvent B2B partnerships,3343842,80
Dabtype,10/8/22,Open,Integrated holistic complexity,utilize end-to-end eyeballs,2322857,100
Yozio,5/14/22,Commit,Reduced mission-critical emulation,transform front-end e-services,5016773,100
Eimbee,8/1/22,Open,Expanded optimal collaboration,integrate synergistic systems,1790574,80
Wikizz,4/17/22,Discovery,Persevering incremental matrix,target viral applications,8385797,60
Chatterpoint,10/5/22,Won,Re-engineered scalable adapter,embrace virtual systems,5052551,100
Wordify,7/15/22,Won,Synergized foreground ability,synthesize extensible infrastructures,5087126,80
Rhyloo,8/30/22,Lost,Operative context-sensitive info-mediaries,deliver end-to-end niches,7281746,60
Riffwire,3/11/22,Discovery,Function-based non-volatile access,facilitate dot-com e-markets,7111286,40
Gigaclub,11/17/22,Discovery,Cross-group multimedia software,streamline viral models,3875361,20
Geba,12/12/22,Lost,Multi-tiered zero tolerance parallelism,unleash visionary architectures,9605338,60
Dynazzy,5/13/22,Won,Cross-group logistical encoding,evolve efficient networks,3778250,60
Wikizz,2/12/23,Discovery,Switchable local matrix,expedite holistic bandwidth,8760159,60
Wikizz,10/31/22,Discovery,Secured local monitoring,grow cross-platform paradigms,3251493,100
Zoomzone,2/26/22,Lost,User-friendly upward-trending alliance,scale best-of-breed relationships,2033113,100
Rhynyx,8/24/22,Open,Managed intangible capability,extend wireless markets,4852239,40
Aimbu,1/31/23,Upside,Robust tertiary solution,grow ubiquitous schemas,9906168,100
Livefish,2/16/22,Commit,Distributed human-resource implementation,synthesize innovative infrastructures,4057799,40
Dabjam,3/26/22,Commit,Reactive incremental alliance,transform distributed metrics,5265322,20
Thoughtbeat,4/11/22,Open,Devolved mobile monitoring,evolve next-generation interfaces,7195408,100
Jaxspan,1/14/22,Open,Sharable grid-enabled encryption,monetize 24/7 models,6039336,20
Flipopia,2/2/22,Won,Open-source asymmetric data-warehouse,incubate plug-and-play bandwidth,1804875,80
Kare,11/9/22,Lost,Programmable solution-oriented budgetary management,optimize global mindshare,9530152,60
Pixoboo,11/26/22,Open,Realigned optimal neural-net,monetize distributed relationships,2247531,60
Trupe,10/13/22,Won,Monitored radical alliance,synergize world-class models,2094841,60
Rhybox,2/6/23,Commit,Open-architected cohesive adapter,enable granular communities,842202,40
Twinder,8/23/22,Open,Quality-focused multi-tasking neural-net,recontextualize distributed synergies,2993199,100
Meetz,1/4/23,Open,Versatile bottom-line flexibility,scale global relationships,2878638,20
Dabjam,12/10/22,Discovery,Assimilated real-time data-warehouse,envisioneer back-end paradigms,7858916,20
Skibox,1/18/23,Upside,Visionary attitude-oriented complexity,repurpose bricks-and-clicks channels,2151678,80
