oppid,CompName,closedate,OppStage,OppName,Desc,amount,prob
968,Wikizz,6/15/2022,Upside,Optional disintermediate Graphical User Interface,grow seamless schemas,5052673,40
969,Edgepulse,1/16/2022,Commit,Multi-layered local structure,harness out-of-the-box e-services,8712397,60
970,Voolith,7/21/2022,Upside,Universal grid-enabled utilisation,innovate clicks-and-mortar niches,8093366,20
971,Mydo,1/28/2023,Commit,Cloned neutral groupware,embrace intuitive schemas,1092094,80
972,Rhyzio,7/6/2022,Commit,Business-focused neutral methodology,benchmark innovative bandwidth,9060006,60
973,Innojam,5/28/2022,Upside,Advanced bandwidth-monitored hierarchy,e-enable killer experiences,1889415,60
974,Kazu,11/25/2022,Open,Multi-layered clear-thinking instruction set,disintermediate world-class methodologies,5117288,100
975,Dynabox,1/28/2023,Open,Secured optimal help-desk,mesh back-end metrics,9280867,100
976,Edgewire,6/23/2022,Upside,Reactive needs-based standardization,e-enable integrated eyeballs,2250063,100
977,Wikibox,5/8/2022,Won,Advanced discrete help-desk,utilize sticky partnerships,9515849,100
978,Yozio,11/25/2022,Discovery,Operative empowering data-warehouse,empower extensible content,4036265,40
979,Omba,5/10/2022,Upside,Decentralized logistical definition,orchestrate robust e-commerce,9999098,40
980,Roodel,12/4/2022,Won,Horizontal directional encryption,morph innovative solutions,4748724,20
981,Wikizz,2/23/2023,Lost,Inverse value-added time-frame,morph best-of-breed initiatives,7543188,60
982,Zoonder,4/5/2022,Commit,Face to face incremental extranet,whiteboard cutting-edge architectures,8172184,100
983,Flashdog,8/1/2022,Upside,Vision-oriented object-oriented neural-net,synthesize viral networks,7150880,80
984,Demizz,2/26/2022,Upside,Multi-layered mobile benchmark,syndicate end-to-end functionalities,9804246,80
985,Babbleopia,12/4/2022,Won,De-engineered solution-oriented capacity,maximize holistic metrics,3834332,60
986,Meedoo,1/28/2023,Upside,Decentralized intangible access,incubate cutting-edge networks,9608776,20
987,Chatterbridge,2/6/2022,Won,Advanced systematic strategy,leverage vertical content,2249776,40
988,Abata,10/4/2022,Discovery,Cross-group modular software,engage proactive interfaces,8273081,60
989,Brainsphere,7/23/2022,Open,Cross-platform grid-enabled software,synergize innovative portals,3621229,20
990,Meetz,3/22/2022,Lost,Versatile encompassing monitoring,disintermediate out-of-the-box action-items,1162471,100
991,Kwimbee,4/16/2022,Won,Multi-layered maximized projection,envisioneer extensible convergence,7832665,20
992,Divanoodle,10/17/2022,Commit,Assimilated actuating challenge,strategize revolutionary experiences,9639060,100
993,Eayo,7/5/2022,Won,Reduced stable workforce,extend compelling e-markets,3923900,80
994,Twinte,1/17/2022,Discovery,Vision-oriented tangible instruction set,synergize cutting-edge experiences,6535805,40
995,Leexo,5/24/2022,Won,Function-based heuristic instruction set,deploy distributed e-tailers,2822568,40
996,Digitube,5/3/2022,Upside,Quality-focused human-resource circuit,utilize vertical e-services,7647607,40
997,Centidel,9/3/2022,Discovery,Implemented 24/7 budgetary management,engineer visionary partnerships,7284587,60
998,Chatterbridge,1/3/2022,Commit,Configurable 4th generation groupware,reinvent mission-critical technologies,5651358,80
999,Trupe,5/31/2022,Won,Triple-buffered composite protocol,engineer seamless web services,4716935,20
1000,Skipfire,4/18/2022,Discovery,Horizontal zero defect secured line,brand intuitive mindshare,226662,40
1001,Mita,1/18/2023,Lost,Face to face holistic ability,engineer cross-platform initiatives,8477584,60
1002,Edgeclub,1/16/2023,Commit,Assimilated impactful solution,repurpose wireless e-commerce,8736102,80
1003,Youtags,5/26/2022,Commit,Versatile well-modulated portal,leverage viral synergies,1376173,20
1004,Vidoo,8/1/2022,Won,Customizable exuding interface,benchmark efficient e-commerce,7495592,100
1005,Zoomdog,3/6/2022,Discovery,Visionary content-based conglomeration,unleash 24/7 content,3279328,40
1006,Skivee,6/11/2022,Lost,Exclusive coherent interface,productize synergistic experiences,3378185,20
1007,Realblab,2/20/2022,Open,Programmable leading edge project,whiteboard vertical paradigms,8719864,80
1008,Zoonoodle,3/10/2023,Upside,Team-oriented national throughput,reinvent B2B functionalities,6477393,100
1009,Skyndu,2/20/2023,Won,Networked executive protocol,monetize clicks-and-mortar models,6621923,20
1010,Tanoodle,1/21/2022,Won,Persevering demand-driven time-frame,reintermediate one-to-one e-business,55755,80
1011,Eimbee,1/28/2022,Won,Multi-tiered actuating analyzer,architect out-of-the-box schemas,7235751,60
1012,Skyndu,2/28/2022,Commit,Seamless mobile neural-net,maximize revolutionary bandwidth,2573433,40
1013,Linklinks,10/17/2022,Lost,Object-based demand-driven paradigm,incubate granular infrastructures,4410097,80
1014,Yamia,5/31/2022,Lost,Visionary impactful protocol,harness dynamic users,1229886,20
1015,Tagtune,9/22/2022,Discovery,Mandatory real-time concept,extend best-of-breed portals,1166244,20
1016,Kazio,5/4/2022,Discovery,Innovative bottom-line project,innovate efficient e-services,8200506,20
1017,Abatz,6/27/2022,Commit,Front-line client-driven product,envisioneer distributed solutions,7017563,20
1018,Photobug,6/6/2022,Commit,Profound bi-directional toolset,utilize distributed models,7357685,100
1019,Roodel,2/18/2022,Commit,Open-source motivating secured line,maximize enterprise eyeballs,3476818,60
1020,Twiyo,10/14/2022,Upside,Reverse-engineered fresh-thinking pricing structure,embrace killer e-commerce,2956299,80
1021,Zooveo,5/27/2022,Won,Distributed attitude-oriented installation,grow value-added applications,1842021,20
1022,Oba,10/5/2022,Won,Exclusive maximized collaboration,facilitate enterprise experiences,9046780,100
1023,Jatri,11/4/2022,Discovery,Advanced actuating knowledge base,scale innovative experiences,2433499,20
1024,Gabtype,5/27/2022,Discovery,Vision-oriented regional projection,engineer turn-key paradigms,9692402,100
1025,Quimm,10/7/2022,Open,Front-line heuristic groupware,deploy best-of-breed systems,4809153,80
1026,Jetpulse,7/20/2022,Upside,Stand-alone tertiary moderator,leverage dynamic content,8700979,60
1027,Blogspan,1/24/2023,Discovery,Upgradable global circuit,expedite extensible paradigms,6890448,40
1028,Wikido,1/1/2022,Discovery,Open-architected bi-directional initiative,generate 24/365 channels,7778524,40
1029,Browseblab,5/20/2022,Won,Quality-focused mobile complexity,innovate virtual communities,3942502,20
1030,Gabvine,4/1/2022,Open,Open-source well-modulated benchmark,expedite front-end paradigms,7774076,100
1031,Eimbee,6/12/2022,Upside,Multi-lateral fresh-thinking focus group,enhance cross-media niches,8209226,20
1032,Zooxo,10/2/2022,Lost,Grass-roots context-sensitive complexity,exploit one-to-one experiences,6379807,20
1033,Dabtype,4/19/2022,Open,Upgradable upward-trending interface,syndicate holistic deliverables,1167030,20
1034,Riffpath,8/15/2022,Lost,Open-source tertiary hardware,leverage B2B vortals,1942770,60
1035,Livetube,3/5/2023,Won,Implemented non-volatile solution,disintermediate transparent architectures,4436255,80
1036,Thoughtbeat,10/14/2022,Open,Cloned zero tolerance infrastructure,deliver proactive convergence,2232919,20
1037,Jetpulse,1/27/2022,Discovery,Intuitive asymmetric superstructure,cultivate virtual e-tailers,9723700,60
1038,Edgetag,11/29/2022,Open,Focused system-worthy attitude,utilize wireless content,6749035,80
1039,Ainyx,1/2/2023,Discovery,Visionary human-resource migration,recontextualize virtual users,6015787,80
1040,Demimbu,5/20/2022,Won,Grass-roots solution-oriented function,optimize B2C markets,517649,80
1041,Mita,1/11/2022,Won,Exclusive exuding function,harness innovative infomediaries,993944,80
1042,Chatterpoint,10/19/2022,Won,Extended didactic installation,monetize frictionless markets,6120680,20
1043,Riffpedia,12/20/2022,Lost,Virtual local policy,streamline 24/7 content,8776444,60
1044,Yabox,3/10/2022,Open,Inverse multimedia installation,recontextualize plug-and-play users,1727740,60
1045,Cogibox,10/9/2022,Commit,Down-sized next generation moderator,engage transparent e-tailers,1966938,100
1046,Flashdog,9/1/2022,Discovery,Monitored leading edge attitude,target strategic convergence,4109751,60
1047,Brainverse,10/31/2022,Commit,Synergized coherent firmware,incentivize leading-edge deliverables,2643379,40
1048,Fanoodle,1/28/2023,Commit,Enterprise-wide modular analyzer,iterate front-end systems,7763947,100
1049,Ozu,12/12/2022,Lost,Cloned zero tolerance success,incubate clicks-and-mortar systems,3109682,80
1050,Nlounge,1/14/2022,Discovery,Phased foreground knowledge user,synergize customized vortals,9899730,80
1051,Jaloo,2/26/2023,Commit,Devolved national matrices,facilitate one-to-one architectures,3804178,60
1052,Mynte,11/14/2022,Commit,Stand-alone 24/7 parallelism,visualize bricks-and-clicks paradigms,2389950,100
1053,Mycat,3/9/2022,Lost,Persistent 5th generation system engine,extend impactful experiences,9142367,100
1054,Photojam,4/19/2022,Lost,Persevering solution-oriented synergy,facilitate killer initiatives,8672319,40
1055,Realblab,5/13/2022,Lost,Profound fresh-thinking capability,architect front-end e-markets,7935523,20
1056,Feedspan,3/7/2022,Commit,Re-engineered modular frame,benchmark open-source functionalities,7031999,60
1057,Dabvine,8/8/2022,Commit,Synergized intangible extranet,whiteboard one-to-one e-services,8292662,40
1058,Izio,12/10/2022,Commit,Organic fault-tolerant strategy,exploit vertical platforms,4054201,100
1059,Twimm,2/6/2023,Discovery,Customer-focused actuating neural-net,generate next-generation vortals,2672372,100
1060,Kwinu,1/21/2022,Discovery,Virtual fresh-thinking synergy,utilize plug-and-play interfaces,7015324,80
1061,Yakitri,3/1/2023,Discovery,Ergonomic regional moratorium,enable back-end convergence,6406150,20
1062,Oyoba,1/11/2022,Commit,Pre-emptive transitional implementation,drive vertical models,7897687,60
1063,Fivechat,10/28/2022,Discovery,Enterprise-wide real-time ability,synthesize frictionless e-markets,9883242,100
1064,Dynazzy,9/15/2022,Commit,Profit-focused neutral solution,morph killer synergies,9758619,100
1065,Brainverse,1/31/2023,Discovery,Balanced real-time hierarchy,exploit front-end deliverables,5736574,20
1066,Zoomcast,2/20/2022,Discovery,Profit-focused demand-driven encoding,productize world-class methodologies,8096408,80
1067,Thoughtstorm,2/20/2022,Upside,Balanced next generation alliance,leverage seamless schemas,5245019,40
1068,Rhyzio,3/15/2023,Discovery,Diverse bi-directional secured line,implement back-end applications,8338966,60
1069,Realfire,10/12/2022,Commit,Persevering encompassing capacity,mesh efficient synergies,8730436,20
1070,Wordpedia,3/7/2022,Commit,Phased stable array,leverage proactive deliverables,9032604,40
1071,Yadel,1/13/2022,Open,Persevering 24/7 concept,architect proactive web services,6032028,80
1072,Tagfeed,1/27/2022,Upside,Balanced neutral methodology,strategize distributed metrics,421645,100
1073,Realbuzz,2/26/2022,Won,Pre-emptive tangible definition,whiteboard collaborative solutions,6081991,20
1074,Janyx,6/1/2022,Commit,Fully-configurable asynchronous customer loyalty,deploy 24/7 platforms,4998354,40
1075,Skinder,3/26/2022,Commit,Face to face systemic approach,whiteboard efficient metrics,6735919,40
1076,Edgepulse,12/31/2022,Discovery,Polarised tertiary instruction set,productize 24/365 channels,8774165,40
1077,Teklist,7/3/2022,Won,Universal responsive system engine,enable vertical eyeballs,9399882,20
1078,Topdrive,11/6/2022,Upside,Optimized bandwidth-monitored project,deliver enterprise architectures,3132995,100
1079,Zooxo,12/3/2022,Open,Secured tertiary archive,mesh integrated ROI,1251504,60
1080,Yodoo,10/19/2022,Commit,Stand-alone national capability,harness rich content,1535930,20
1081,Edgepulse,2/4/2022,Open,Inverse executive archive,empower innovative functionalities,3399388,20
1082,Buzzbean,11/2/2022,Open,Re-contextualized global policy,benchmark back-end methodologies,1707353,80
1083,Kimia,2/26/2022,Discovery,Future-proofed uniform moderator,target dynamic web services,5333934,100
1084,Twitterbridge,8/15/2022,Upside,Digitized homogeneous analyzer,reintermediate B2B content,1926758,80
1085,Skilith,11/13/2022,Upside,User-centric didactic support,seize transparent portals,4453951,20
1086,Thoughtbridge,2/26/2023,Open,Balanced dedicated focus group,revolutionize strategic deliverables,4200246,80
1087,Agimba,5/28/2022,Commit,Polarised 24/7 conglomeration,architect compelling action-items,3001146,20
1088,Quaxo,8/26/2022,Won,Business-focused global Graphical User Interface,drive killer infrastructures,818883,80
1089,Realfire,3/8/2022,Won,Implemented neutral matrix,integrate ubiquitous web-readiness,5831446,80
1090,Trilia,5/4/2022,Lost,Configurable explicit flexibility,recontextualize sexy niches,3932561,40
1091,Muxo,1/6/2023,Discovery,Distributed hybrid support,enhance world-class initiatives,3955281,60
1092,Photobug,5/14/2022,Open,Team-oriented user-facing complexity,e-enable strategic communities,6838103,60
1093,Dabjam,9/18/2022,Open,Public-key well-modulated alliance,drive sexy content,9806908,60
1094,Divanoodle,1/15/2022,Lost,Switchable next generation protocol,reintermediate value-added convergence,6944606,80
1095,Dabshots,11/19/2022,Open,Robust upward-trending focus group,reinvent transparent convergence,1160039,60
1096,Oyoloo,2/1/2023,Discovery,Customizable optimal project,reinvent magnetic platforms,4812272,60
1097,Kamba,11/3/2022,Lost,Devolved zero administration encryption,disintermediate seamless synergies,7915858,60
1098,Avamm,3/15/2022,Lost,Diverse encompassing internet solution,revolutionize seamless schemas,1553333,40
1099,Quinu,5/3/2022,Open,Digitized coherent firmware,e-enable user-centric communities,1978647,80
