CompName,closedate,OppStage,OppName,Desc,amount,prob
Rhycero,11/06/2022,Upside,Down-sized responsive framework,enable bricks-and-clicks partnerships,4785831,60
Mydeo,02/07/2022,Lost,Quality-focused coherent budgetary management,harness visionary methodologies,2223927,60
Devshare,08/07/2022,Open,Integrated non-volatile knowledge base,facilitate out-of-the-box e-services,8617114,40
Zoomlounge,08/31/2022,Lost,Digitized fault-tolerant function,aggregate proactive systems,3632176,20
Jabberbean,01/16/2023,Open,Function-based coherent process improvement,optimize sexy platforms,9077900,40
Twimbo,11/28/2022,Commit,Optional value-added model,exploit e-business portals,8151617,100
Muxo,03/29/2022,Discovery,Operative uniform portal,harness innovative web services,9855976,40
Twitterbridge,06/27/2022,Open,Optional bi-directional collaboration,iterate real-time platforms,1807977,100
Yabox,06/30/2022,Won,Cloned bandwidth-monitored projection,embrace back-end eyeballs,738939,80
Meevee,01/04/2023,Discovery,Persevering modular productivity,synthesize innovative infrastructures,8564421,80
Voolia,10/23/2022,Lost,Right-sized multimedia collaboration,synthesize value-added networks,1186465,20
LiveZ,10/04/2022,Won,Configurable impactful toolset,target out-of-the-box partnerships,7576275,80
Twimm,03/16/2022,Upside,Assimilated global circuit,morph integrated e-commerce,1252439,40
Cogilith,09/19/2022,Discovery,Persistent zero administration hierarchy,harness rich metrics,3067889,80
Riffwire,04/30/2022,Commit,Virtual homogeneous parallelism,generate cross-media vortals,111238,60
Gabtype,03/11/2022,Open,Open-architected asymmetric software,leverage rich infrastructures,5853240,40
Twimbo,11/07/2022,Open,Customer-focused system-worthy toolset,evolve out-of-the-box platforms,5614227,20
Eayo,02/11/2023,Commit,Diverse disintermediate orchestration,synergize cross-platform convergence,6518541,60
Yacero,10/21/2022,Upside,De-engineered even-keeled hierarchy,transition seamless functionalities,7776065,80
Twinte,06/23/2022,Won,Networked stable productivity,generate out-of-the-box initiatives,9283644,20
Skidoo,11/28/2022,Discovery,Multi-layered coherent strategy,drive sexy users,6637707,40
Ntags,03/05/2022,Open,Down-sized transitional artificial intelligence,cultivate B2B users,4967827,20
Tagchat,01/28/2022,Lost,Advanced impactful throughput,deliver interactive models,8864319,20
Demizz,02/21/2023,Lost,Self-enabling local throughput,implement ubiquitous supply-chains,1700827,60
BlogXS,05/26/2022,Lost,Optimized zero administration superstructure,reinvent world-class infrastructures,7801950,40
Tagopia,09/12/2022,Upside,Synchronised client-server definition,deploy cross-media functionalities,8088260,100
Centizu,11/14/2022,Commit,Grass-roots zero defect solution,monetize interactive applications,5212410,100
Leexo,05/29/2022,Commit,Persistent zero tolerance projection,e-enable e-business web services,5054510,20
Fanoodle,04/13/2022,Won,Managed global budgetary management,whiteboard interactive systems,9200703,40
Cogibox,09/22/2022,Lost,Multi-layered regional protocol,scale proactive partnerships,2539611,20
Babbleset,02/17/2022,Won,Programmable zero administration budgetary management,iterate mission-critical infrastructures,2430717,80
Katz,01/19/2023,Open,Programmable bifurcated core,optimize back-end channels,7353060,80
Gevee,09/21/2022,Lost,Implemented client-server pricing structure,orchestrate dot-com content,483301,20
Talane,11/02/2022,Lost,Future-proofed multi-state initiative,incubate leading-edge e-markets,290158,60
Shuffledrive,07/30/2022,Discovery,Horizontal stable success,iterate innovative niches,8767462,100
Zoozzy,03/26/2022,Lost,Universal optimal website,architect web-enabled networks,6343543,100
Trunyx,11/28/2022,Won,Monitored next generation product,enhance seamless supply-chains,5472023,40
Realbridge,05/29/2022,Lost,Configurable web-enabled installation,disintermediate collaborative web-readiness,3026734,80
Reallinks,01/16/2022,Won,Polarised system-worthy throughput,disintermediate B2B deliverables,7786013,80
Twinder,02/06/2023,Open,Versatile bi-directional challenge,deploy sexy deliverables,6120204,20
Ozu,01/24/2023,Won,Managed 5th generation knowledge base,e-enable integrated experiences,3195677,40
Mita,08/09/2022,Discovery,Reverse-engineered motivating infrastructure,seize extensible interfaces,9077593,100
Yodel,03/08/2022,Commit,Cross-platform optimizing success,leverage frictionless architectures,6654203,80
Fiveclub,06/06/2022,Discovery,Multi-channelled homogeneous system engine,innovate 24/365 eyeballs,5644122,100
Nlounge,02/18/2023,Commit,Centralized actuating monitoring,embrace global e-markets,1682886,60
Mybuzz,02/06/2023,Upside,Monitored context-sensitive moratorium,facilitate magnetic experiences,549162,100
Kwideo,07/30/2022,Discovery,De-engineered 3rd generation groupware,cultivate turn-key bandwidth,3442398,100
Flashset,10/18/2022,Upside,Polarised optimal attitude,enhance plug-and-play web services,1771393,40
Youbridge,05/19/2022,Lost,Inverse bifurcated installation,monetize interactive e-commerce,5750321,40
Thoughtblab,02/14/2022,Commit,Function-based 5th generation analyzer,monetize turn-key niches,921755,100
Twitterbridge,01/28/2022,Commit,Synergized multi-tasking analyzer,integrate cross-platform supply-chains,3856258,100
Twitterworks,03/14/2022,Upside,Implemented web-enabled open architecture,recontextualize wireless platforms,7585864,100
Buzzshare,06/21/2022,Discovery,Monitored background synergy,embrace distributed metrics,134610,20
Plajo,09/09/2022,Discovery,Cloned secondary array,innovate granular synergies,7953183,20
Eayo,11/13/2022,Discovery,Profit-focused fresh-thinking concept,incentivize mission-critical metrics,4311470,80
Trudeo,08/06/2022,Open,Configurable web-enabled Graphical User Interface,iterate best-of-breed systems,5764782,60
Photobean,11/14/2022,Upside,Switchable homogeneous architecture,visualize sexy markets,2900785,80
Zoonder,10/07/2022,Commit,Networked static infrastructure,orchestrate integrated mindshare,3089884,100
Yotz,03/06/2022,Discovery,Face to face 4th generation orchestration,envisioneer dynamic models,3560958,60
Dazzlesphere,12/24/2022,Lost,Intuitive tangible task-force,grow killer supply-chains,5740322,20
Roomm,11/26/2022,Lost,Seamless methodical synergy,engineer magnetic action-items,6911658,100
Linktype,06/10/2022,Upside,Phased heuristic frame,generate compelling methodologies,4720030,100
Oodoo,02/11/2023,Commit,Re-engineered regional neural-net,implement viral vortals,7202071,80
Wordpedia,04/01/2022,Won,Operative exuding solution,streamline one-to-one web-readiness,5443994,100
Tagfeed,09/17/2022,Upside,Polarised scalable flexibility,exploit collaborative solutions,7305594,60
Topiclounge,03/06/2023,Won,Synchronised tangible firmware,innovate front-end e-services,73856,60
Edgepulse,05/14/2022,Won,Visionary 24 hour instruction set,synthesize front-end web services,9324465,20
Zazio,01/25/2022,Lost,Inverse heuristic flexibility,disintermediate global bandwidth,4611333,40
Divanoodle,02/03/2022,Lost,Organic homogeneous orchestration,visualize end-to-end mindshare,9582453,80
Kamba,05/11/2022,Upside,Reverse-engineered multi-tasking monitoring,brand mission-critical supply-chains,1342792,20
Rhybox,01/29/2023,Discovery,Phased neutral protocol,deploy value-added technologies,8569930,100
Roodel,03/01/2023,Discovery,Multi-tiered contextually-based infrastructure,leverage dot-com web services,8553610,40
Layo,12/09/2022,Commit,Fully-configurable grid-enabled strategy,cultivate virtual vortals,1855796,100
Blogtag,04/06/2022,Lost,Customizable leading edge core,synthesize revolutionary partnerships,5209670,60
Quaxo,02/11/2023,Upside,Proactive systematic emulation,engage user-centric networks,2993971,80
Jayo,01/12/2022,Commit,Face to face fault-tolerant internet solution,aggregate user-centric supply-chains,4230863,20
Aivee,08/30/2022,Open,Managed multi-state ability,mesh dynamic platforms,2000864,20
Eidel,12/27/2022,Discovery,Grass-roots client-driven toolset,scale open-source ROI,4246145,40
Buzzster,08/14/2022,Commit,Reverse-engineered zero tolerance algorithm,recontextualize sexy partnerships,2565538,80
Realblab,09/26/2022,Open,Organic full-range projection,unleash strategic mindshare,9154745,60
Yambee,01/07/2022,Commit,Robust systemic contingency,reintermediate frictionless methodologies,977211,20
Gabtune,05/18/2022,Discovery,Total upward-trending middleware,engage robust e-tailers,185363,80
Ntags,05/28/2022,Discovery,Organic didactic strategy,empower value-added functionalities,5765812,20
Rhynoodle,03/05/2023,Upside,Reverse-engineered bottom-line encryption,incubate efficient action-items,2256990,60
Quire,09/08/2022,Open,Enhanced high-level product,transform strategic users,9788443,60
Wikido,01/12/2022,Won,Synchronised leading edge analyzer,benchmark proactive e-commerce,7327756,40
Kanoodle,10/27/2022,Open,Enhanced grid-enabled collaboration,incubate robust web-readiness,8573391,20
Zoonder,08/12/2022,Upside,Robust systematic infrastructure,seize integrated action-items,1977349,20
Cogidoo,05/01/2022,Upside,Function-based dedicated Graphical User Interface,embrace synergistic e-tailers,1345554,100
Aibox,02/09/2023,Commit,Face to face actuating forecast,whiteboard next-generation vortals,4833056,80
Jabberbean,05/10/2022,Lost,Multi-channelled next generation initiative,reinvent B2B partnerships,3343842,80
Dabtype,10/08/2022,Open,Integrated holistic complexity,utilize end-to-end eyeballs,2322857,100
Yozio,05/14/2022,Commit,Reduced mission-critical emulation,transform front-end e-services,5016773,100
Eimbee,08/01/2022,Open,Expanded optimal collaboration,integrate synergistic systems,1790574,80
Wikizz,04/17/2022,Discovery,Persevering incremental matrix,target viral applications,8385797,60
Chatterpoint,10/05/2022,Won,Re-engineered scalable adapter,embrace virtual systems,5052551,100
Wordify,07/15/2022,Won,Synergized foreground ability,synthesize extensible infrastructures,5087126,80
